dt,AverageTemperature,AverageTemperatureUncertainty,Country
1848-01-01,-3.428,1.4340000000000002,Iceland
1848-02-01,-5.839,4.301,Iceland
1848-03-01,-2.661,1.331,Iceland
1848-04-01,-2.722,2.552,Iceland
1848-05-01,2.887,1.715,Iceland
1848-06-01,5.872999999999999,2.094,Iceland
1848-07-01,7.504,2.401,Iceland
1848-08-01,6.5150000000000015,2.1,Iceland
1848-09-01,4.2090000000000005,1.589,Iceland
1848-10-01,0.993,1.943,Iceland
1848-11-01,-3.012,1.203,Iceland
1848-12-01,-3.404,1.987,Iceland
1849-01-01,-4.645,2.511,Iceland
1849-02-01,-4.582,2.988,Iceland
1849-03-01,-3.055,2.994,Iceland
1849-04-01,-1.7619999999999998,1.672,Iceland
1849-05-01,3.109,1.46,Iceland
1849-06-01,5.431,1.789,Iceland
1849-07-01,8.713,1.114,Iceland
1849-08-01,7.771,1.5719999999999998,Iceland
1849-09-01,5.2090000000000005,1.944,Iceland
1849-10-01,0.1190000000000002,1.4780000000000002,Iceland
1849-11-01,-1.957,1.726,Iceland
1849-12-01,-2.003,3.217,Iceland
1850-01-01,-4.188,1.5530000000000002,Iceland
1850-02-01,-3.931,2.481,Iceland
1850-03-01,-3.14,3.031,Iceland
1850-04-01,0.079,2.541,Iceland
1850-05-01,1.993,1.097,Iceland
1850-06-01,5.76,1.744,Iceland
1850-07-01,8.104,1.47,Iceland
1850-08-01,5.791,2.5660000000000003,Iceland
1850-09-01,4.9380000000000015,1.605,Iceland
1850-10-01,0.2410000000000001,1.32,Iceland
1850-11-01,-1.9,2.238,Iceland
1850-12-01,-1.1190000000000002,3.687,Iceland
1851-01-01,-1.6419999999999997,1.99,Iceland
1851-02-01,-2.366,1.104,Iceland
1851-03-01,-2.489,2.093,Iceland
1851-04-01,-0.677,2.399,Iceland
1851-05-01,3.393,1.3090000000000002,Iceland
1851-06-01,5.207000000000001,2.367,Iceland
1851-07-01,7.527999999999999,2.059,Iceland
1851-08-01,6.502000000000001,1.999,Iceland
1851-09-01,4.630000000000001,1.304,Iceland
1851-10-01,1.383,2.053,Iceland
1851-11-01,-1.733,3.114,Iceland
1851-12-01,-0.2560000000000002,4.38,Iceland
1852-01-01,-3.662,2.748,Iceland
1852-02-01,-2.904,1.517,Iceland
1852-03-01,-1.2220000000000002,3.957,Iceland
1852-04-01,1.394,3.305,Iceland
1852-05-01,4.173,1.193,Iceland
1852-06-01,7.625,1.144,Iceland
1852-07-01,9.682,1.591,Iceland
1852-08-01,8.122,2.405,Iceland
1852-09-01,4.630000000000001,1.43,Iceland
1852-10-01,0.986,1.4380000000000002,Iceland
1852-11-01,-2.624,1.541,Iceland
1852-12-01,-4.77,2.057,Iceland
1853-01-01,-5.71,2.817,Iceland
1853-02-01,-5.886,1.538,Iceland
1853-03-01,-3.241,1.954,Iceland
1853-04-01,-1.166,2.099,Iceland
1853-05-01,3.549,1.017,Iceland
1853-06-01,7.816000000000002,1.3130000000000002,Iceland
1853-07-01,9.351,1.208,Iceland
1853-08-01,8.116,1.077,Iceland
1853-09-01,5.077,1.039,Iceland
1853-10-01,0.0469999999999999,2.403,Iceland
1853-11-01,-1.7029999999999998,2.302,Iceland
1853-12-01,-2.5700000000000003,1.838,Iceland
1854-01-01,-4.066,2.213,Iceland
1854-02-01,-3.91,1.639,Iceland
1854-03-01,-0.9740000000000002,1.653,Iceland
1854-04-01,-0.8420000000000001,1.0759999999999998,Iceland
1854-05-01,2.093,2.425,Iceland
1854-06-01,7.114,1.365,Iceland
1854-07-01,9.4,1.712,Iceland
1854-08-01,7.93,1.525,Iceland
1854-09-01,4.809,1.327,Iceland
1854-10-01,-0.4930000000000001,2.609,Iceland
1854-11-01,-2.239,1.765,Iceland
1854-12-01,-5.246,4.02,Iceland
1855-01-01,-4.183,2.5980000000000003,Iceland
1855-02-01,-7.888,7.164,Iceland
1855-03-01,-4.799,2.6830000000000003,Iceland
1855-04-01,-1.162,2.397,Iceland
1855-05-01,2.079,1.713,Iceland
1855-06-01,6.434,1.381,Iceland
1855-07-01,10.095,1.358,Iceland
1855-08-01,7.324,1.15,Iceland
1855-09-01,4.42,1.023,Iceland
1855-10-01,-1.598,2.404,Iceland
1855-11-01,-0.621,2.073,Iceland
1855-12-01,-3.4330000000000003,2.264,Iceland
1856-01-01,-6.422999999999999,4.83,Iceland
1856-02-01,-2.959,1.839,Iceland
1856-03-01,-0.8730000000000002,4.673,Iceland
1856-04-01,0.5170000000000001,2.6910000000000003,Iceland
1856-05-01,3.193,2.525,Iceland
1856-06-01,6.54,2.219,Iceland
1856-07-01,8.376999999999999,1.143,Iceland
1856-08-01,7.854,2.974,Iceland
1856-09-01,4.17,1.589,Iceland
1856-10-01,2.56,3.966,Iceland
1856-11-01,-2.8710000000000004,1.345,Iceland
1856-12-01,-5.5,3.135,Iceland
1857-01-01,-5.97,2.919,Iceland
1857-02-01,-3.777,1.868,Iceland
1857-03-01,-2.7960000000000003,1.6780000000000002,Iceland
1857-04-01,-1.994,1.84,Iceland
1857-05-01,4.335,3.104,Iceland
1857-06-01,6.559,1.7080000000000002,Iceland
1857-07-01,8.220999999999998,1.32,Iceland
1857-08-01,8.897,2.661,Iceland
1857-09-01,6.424,3.084,Iceland
1857-10-01,1.386,1.4340000000000002,Iceland
1857-11-01,0.73,1.973,Iceland
1857-12-01,-2.6860000000000004,2.928,Iceland
1858-01-01,-2.801,1.432,Iceland
1858-02-01,-1.815,3.349,Iceland
1858-03-01,-3.587,1.858,Iceland
1858-04-01,-0.778,1.707,Iceland
1858-05-01,2.157,2.253,Iceland
1858-06-01,6.641,1.669,Iceland
1858-07-01,8.216000000000001,1.609,Iceland
1858-08-01,8.287,1.906,Iceland
1858-09-01,4.878,1.223,Iceland
1858-10-01,-0.5599999999999998,1.869,Iceland
1858-11-01,-1.249,2.074,Iceland
1858-12-01,-1.988,2.305,Iceland
1859-01-01,-4.109,2.427,Iceland
1859-02-01,-5.363,2.5980000000000003,Iceland
1859-03-01,-3.492,2.361,Iceland
1859-04-01,-1.933,2.097,Iceland
1859-05-01,3.318,1.523,Iceland
1859-06-01,6.761,1.774,Iceland
1859-07-01,8.392000000000001,2.839,Iceland
1859-08-01,7.2010000000000005,1.122,Iceland
1859-09-01,4.553999999999999,1.139,Iceland
1859-10-01,-0.1380000000000001,1.479,Iceland
1859-11-01,-2.5860000000000003,1.081,Iceland
1859-12-01,-6.085,3.427,Iceland
1860-01-01,-4.691,1.764,Iceland
1860-02-01,-4.168,1.276,Iceland
1860-03-01,-5.3130000000000015,2.999,Iceland
1860-04-01,-0.738,2.286,Iceland
1860-05-01,1.3219999999999998,2.431,Iceland
1860-06-01,5.902,1.378,Iceland
1860-07-01,9.075,2.525,Iceland
1860-08-01,7.343,1.4469999999999998,Iceland
1860-09-01,4.09,1.198,Iceland
1860-10-01,-0.1669999999999998,1.844,Iceland
1860-11-01,-1.747,2.607,Iceland
1860-12-01,-4.682,2.106,Iceland
1861-01-01,-2.248,2.5,Iceland
1861-02-01,-3.1630000000000003,2.29,Iceland
1861-03-01,-3.889,1.163,Iceland
1861-04-01,1.084,4.209,Iceland
1861-05-01,2.885,2.32,Iceland
1861-06-01,7.733,2.425,Iceland
1861-07-01,8.613,1.347,Iceland
1861-08-01,7.272,1.069,Iceland
1861-09-01,5.284000000000002,1.596,Iceland
1861-10-01,1.61,1.106,Iceland
1861-11-01,-4.493,2.59,Iceland
1861-12-01,-1.6130000000000002,4.274,Iceland
1862-01-01,-2.55,2.735,Iceland
1862-02-01,-1.399,4.597,Iceland
1862-03-01,-4.899,1.13,Iceland
1862-04-01,-2.846,2.745,Iceland
1862-05-01,4.223,2.707,Iceland
1862-06-01,6.025,1.492,Iceland
1862-07-01,6.384,2.171,Iceland
1862-08-01,7.477,2.072,Iceland
1862-09-01,4.636,1.681,Iceland
1862-10-01,0.8370000000000001,1.876,Iceland
1862-11-01,-2.758,1.7280000000000002,Iceland
1862-12-01,-2.536,1.992,Iceland
1863-01-01,-3.929,1.826,Iceland
1863-02-01,-3.044,2.732,Iceland
1863-03-01,-2.6210000000000004,1.495,Iceland
1863-04-01,-1.117,1.537,Iceland
1863-05-01,1.461,1.757,Iceland
1863-06-01,5.848,2.6180000000000003,Iceland
1863-07-01,7.739999999999998,1.486,Iceland
1863-08-01,6.898,1.3630000000000002,Iceland
1863-09-01,3.725000000000001,1.418,Iceland
1863-10-01,-0.0969999999999997,1.736,Iceland
1863-11-01,-2.8200000000000003,2.339,Iceland
1863-12-01,-5.039,2.684,Iceland
1864-01-01,-2.759,2.635,Iceland
1864-02-01,-4.16,2.764,Iceland
1864-03-01,-4.629,1.3530000000000002,Iceland
1864-04-01,0.5129999999999999,1.969,Iceland
1864-05-01,3.929,2.063,Iceland
1864-06-01,6.184,1.379,Iceland
1864-07-01,8.476999999999999,1.259,Iceland
1864-08-01,7.174,1.617,Iceland
1864-09-01,4.7570000000000014,1.624,Iceland
1864-10-01,1.03,1.68,Iceland
1864-11-01,-0.649,3.555,Iceland
1864-12-01,-2.139,1.972,Iceland
1865-01-01,-6.409,4.617,Iceland
1865-02-01,-4.728,1.947,Iceland
1865-03-01,-3.355,1.475,Iceland
1865-04-01,-1.5719999999999998,1.137,Iceland
1865-05-01,2.092,1.43,Iceland
1865-06-01,6.3690000000000015,1.404,Iceland
1865-07-01,7.933999999999998,1.341,Iceland
1865-08-01,7.971,1.255,Iceland
1865-09-01,4.985,1.144,Iceland
1865-10-01,-0.1019999999999998,1.129,Iceland
1865-11-01,-2.419,1.652,Iceland
1865-12-01,-1.317,1.106,Iceland
1866-01-01,-6.211,2.227,Iceland
1866-02-01,-6.855,3.438,Iceland
1866-03-01,-6.4510000000000005,5.711,Iceland
1866-04-01,-1.017,1.476,Iceland
1866-05-01,1.0670000000000002,4.002,Iceland
1866-06-01,6.4830000000000005,0.875,Iceland
1866-07-01,7.683999999999998,1.014,Iceland
1866-08-01,6.899,1.016,Iceland
1866-09-01,3.526,1.036,Iceland
1866-10-01,1.4700000000000002,2.624,Iceland
1866-11-01,-3.1180000000000003,1.21,Iceland
1866-12-01,-4.386,1.455,Iceland
1867-01-01,-6.446000000000001,5.83,Iceland
1867-02-01,-3.681,2.218,Iceland
1867-03-01,-4.206,3.474,Iceland
1867-04-01,-2.813,2.794,Iceland
1867-05-01,2.068,1.618,Iceland
1867-06-01,5.596,1.575,Iceland
1867-07-01,7.841999999999999,1.337,Iceland
1867-08-01,7.57,1.3119999999999998,Iceland
1867-09-01,5.065,0.898,Iceland
1867-10-01,1.163,1.048,Iceland
1867-11-01,0.337,1.729,Iceland
1867-12-01,-1.7540000000000002,1.653,Iceland
1868-01-01,-2.7910000000000004,2.151,Iceland
1868-02-01,-5.556,2.182,Iceland
1868-03-01,-3.535,0.913,Iceland
1868-04-01,0.264,1.912,Iceland
1868-05-01,3.399,2.05,Iceland
1868-06-01,6.037000000000001,1.273,Iceland
1868-07-01,7.879999999999999,2.086,Iceland
1868-08-01,6.789,1.27,Iceland
1868-09-01,4.769,1.1,Iceland
1868-10-01,-0.2019999999999997,2.196,Iceland
1868-11-01,-0.8300000000000001,2.31,Iceland
1868-12-01,-2.128,1.968,Iceland
1869-01-01,-1.835,2.485,Iceland
1869-02-01,-4.459,2.307,Iceland
1869-03-01,-3.795,4.731,Iceland
1869-04-01,-1.938,1.315,Iceland
1869-05-01,1.856,2.66,Iceland
1869-06-01,6.0470000000000015,0.84,Iceland
1869-07-01,6.850999999999999,1.409,Iceland
1869-08-01,6.899,0.977,Iceland
1869-09-01,3.5200000000000005,2.125,Iceland
1869-10-01,1.262,1.899,Iceland
1869-11-01,-3.668,3.94,Iceland
1869-12-01,-4.648,2.103,Iceland
1870-01-01,-2.366,1.52,Iceland
1870-02-01,-2.667,2.017,Iceland
1870-03-01,-3.768,1.186,Iceland
1870-04-01,-1.164,1.133,Iceland
1870-05-01,3.983,2.209,Iceland
1870-06-01,6.23,1.317,Iceland
1870-07-01,8.215,1.676,Iceland
1870-08-01,9.038,1.705,Iceland
1870-09-01,4.263,0.98,Iceland
1870-10-01,1.6760000000000002,1.555,Iceland
1870-11-01,-0.6799999999999999,1.661,Iceland
1870-12-01,-2.567,3.239,Iceland
1871-01-01,-3.513,1.624,Iceland
1871-02-01,-3.02,5.307,Iceland
1871-03-01,-4.729,2.017,Iceland
1871-04-01,-1.456,1.341,Iceland
1871-05-01,3.549,0.97,Iceland
1871-06-01,7.922999999999999,2.178,Iceland
1871-07-01,8.568,1.052,Iceland
1871-08-01,7.425,0.7120000000000001,Iceland
1871-09-01,4.375,1.892,Iceland
1871-10-01,1.758,1.829,Iceland
1871-11-01,-2.044,3.79,Iceland
1871-12-01,-2.2030000000000003,3.295,Iceland
1872-01-01,-3.402,5.228,Iceland
1872-02-01,-0.6799999999999997,1.08,Iceland
1872-03-01,-1.845,3.093,Iceland
1872-04-01,-1.018,4.688,Iceland
1872-05-01,2.4690000000000003,2.051,Iceland
1872-06-01,7.167999999999999,0.7859999999999999,Iceland
1872-07-01,9.406,1.999,Iceland
1872-08-01,8.677,2.083,Iceland
1872-09-01,4.9300000000000015,0.873,Iceland
1872-10-01,0.8280000000000001,1.755,Iceland
1872-11-01,-1.51,1.3130000000000002,Iceland
1872-12-01,-3.741,4.42,Iceland
1873-01-01,-3.373,1.142,Iceland
1873-02-01,-2.897,1.3019999999999998,Iceland
1873-03-01,-0.774,2.438,Iceland
1873-04-01,1.164,1.783,Iceland
1873-05-01,2.16,0.923,Iceland
1873-06-01,6.518000000000002,0.763,Iceland
1873-07-01,8.177,0.899,Iceland
1873-08-01,7.627000000000001,0.607,Iceland
1873-09-01,4.08,0.7879999999999999,Iceland
1873-10-01,-1.3,1.113,Iceland
1873-11-01,-3.16,1.0490000000000002,Iceland
1873-12-01,-4.28,1.355,Iceland
1874-01-01,-8.004999999999999,1.95,Iceland
1874-02-01,-3.099,0.725,Iceland
1874-03-01,-2.872,1.876,Iceland
1874-04-01,-0.946,0.812,Iceland
1874-05-01,3.131,0.753,Iceland
1874-06-01,6.569,0.931,Iceland
1874-07-01,7.3889999999999985,1.019,Iceland
1874-08-01,6.399,0.728,Iceland
1874-09-01,3.726,0.875,Iceland
1874-10-01,-0.5860000000000001,1.094,Iceland
1874-11-01,-1.735,0.93,Iceland
1874-12-01,-4.0,1.258,Iceland
1875-01-01,-3.268,0.73,Iceland
1875-02-01,-2.04,1.125,Iceland
1875-03-01,0.004,2.549,Iceland
1875-04-01,1.453,1.158,Iceland
1875-05-01,3.684,0.527,Iceland
1875-06-01,5.667000000000001,1.121,Iceland
1875-07-01,7.636999999999999,1.274,Iceland
1875-08-01,7.612,0.7929999999999999,Iceland
1875-09-01,5.545,0.613,Iceland
1875-10-01,2.104,0.753,Iceland
1875-11-01,-1.896,0.648,Iceland
1875-12-01,-0.8820000000000001,0.969,Iceland
1876-01-01,-1.315,1.261,Iceland
1876-02-01,-3.622,0.835,Iceland
1876-03-01,-5.365,0.843,Iceland
1876-04-01,-4.598,2.8680000000000003,Iceland
1876-05-01,3.543,0.972,Iceland
1876-06-01,6.1080000000000005,1.019,Iceland
1876-07-01,7.650999999999999,0.7509999999999999,Iceland
1876-08-01,7.85,0.884,Iceland
1876-09-01,5.428000000000001,0.6890000000000001,Iceland
1876-10-01,2.326,0.871,Iceland
1876-11-01,0.0730000000000001,2.006,Iceland
1876-12-01,-1.83,1.714,Iceland
1877-01-01,-4.382,2.168,Iceland
1877-02-01,-5.154999999999999,1.181,Iceland
1877-03-01,-4.256,0.929,Iceland
1877-04-01,-2.033,1.425,Iceland
1877-05-01,2.1420000000000003,0.7240000000000001,Iceland
1877-06-01,5.481,1.519,Iceland
1877-07-01,7.126999999999999,0.705,Iceland
1877-08-01,6.688,0.794,Iceland
1877-09-01,6.323,1.109,Iceland
1877-10-01,0.8160000000000001,0.901,Iceland
1877-11-01,-2.449,1.024,Iceland
1877-12-01,-4.095,1.972,Iceland
1878-01-01,-4.274,1.98,Iceland
1878-02-01,-2.529,2.591,Iceland
1878-03-01,-3.652,2.738,Iceland
1878-04-01,-0.988,1.756,Iceland
1878-05-01,1.655,1.805,Iceland
1878-06-01,6.925000000000002,1.126,Iceland
1878-07-01,8.766,1.017,Iceland
1878-08-01,8.048,0.81,Iceland
1878-09-01,4.348000000000001,0.7240000000000001,Iceland
1878-10-01,-0.068,0.764,Iceland
1878-11-01,-3.236,1.139,Iceland
1878-12-01,-7.242000000000001,2.8080000000000003,Iceland
1879-01-01,-2.463,0.7090000000000001,Iceland
1879-02-01,-4.468999999999999,0.726,Iceland
1879-03-01,-4.317,1.185,Iceland
1879-04-01,-0.935,1.024,Iceland
1879-05-01,2.435,1.015,Iceland
1879-06-01,5.917000000000001,0.999,Iceland
1879-07-01,7.240999999999999,1.844,Iceland
1879-08-01,7.986000000000001,0.915,Iceland
1879-09-01,3.804,1.14,Iceland
1879-10-01,1.682,1.1840000000000002,Iceland
1879-11-01,-0.3709999999999999,0.5529999999999999,Iceland
1879-12-01,-1.992,0.938,Iceland
1880-01-01,-1.989,1.178,Iceland
1880-02-01,-3.012,0.942,Iceland
1880-03-01,0.4449999999999998,1.854,Iceland
1880-04-01,2.322,1.616,Iceland
1880-05-01,3.851,0.93,Iceland
1880-06-01,7.27,0.927,Iceland
1880-07-01,9.962,0.655,Iceland
1880-08-01,9.988,0.693,Iceland
1880-09-01,5.227,0.893,Iceland
1880-10-01,-0.7969999999999999,0.607,Iceland
1880-11-01,-4.575,1.494,Iceland
1880-12-01,-8.282,3.306,Iceland
1881-01-01,-7.814999999999999,3.432,Iceland
1881-02-01,-6.0630000000000015,1.685,Iceland
1881-03-01,-7.206,3.197,Iceland
1881-04-01,-0.449,2.574,Iceland
1881-05-01,2.888,1.927,Iceland
1881-06-01,5.2250000000000005,0.862,Iceland
1881-07-01,7.297999999999999,1.293,Iceland
1881-08-01,6.305,1.005,Iceland
1881-09-01,6.473000000000001,1.384,Iceland
1881-10-01,1.848,0.5,Iceland
1881-11-01,-0.361,0.852,Iceland
1881-12-01,-2.99,0.892,Iceland
1882-01-01,-2.8360000000000003,1.506,Iceland
1882-02-01,-5.747000000000001,1.139,Iceland
1882-03-01,-5.392,0.493,Iceland
1882-04-01,-3.667,0.7879999999999999,Iceland
1882-05-01,0.992,0.753,Iceland
1882-06-01,4.981,1.249,Iceland
1882-07-01,6.933999999999998,1.4880000000000002,Iceland
1882-08-01,6.022,1.138,Iceland
1882-09-01,3.65,0.718,Iceland
1882-10-01,3.072,1.274,Iceland
1882-11-01,-2.5980000000000003,0.999,Iceland
1882-12-01,-4.634,1.077,Iceland
1883-01-01,-2.499,0.736,Iceland
1883-02-01,-1.863,1.534,Iceland
1883-03-01,-2.9,0.691,Iceland
1883-04-01,0.8819999999999999,0.7879999999999999,Iceland
1883-05-01,0.8170000000000002,1.023,Iceland
1883-06-01,6.229,0.865,Iceland
1883-07-01,8.149,1.256,Iceland
1883-08-01,6.737,0.532,Iceland
1883-09-01,5.3260000000000005,0.466,Iceland
1883-10-01,1.4069999999999998,0.5589999999999999,Iceland
1883-11-01,-0.991,0.416,Iceland
1883-12-01,-2.919,1.155,Iceland
1884-01-01,-4.455,0.602,Iceland
1884-02-01,-2.099,0.872,Iceland
1884-03-01,-0.6700000000000002,1.338,Iceland
1884-04-01,1.186,1.339,Iceland
1884-05-01,1.7030000000000003,1.144,Iceland
1884-06-01,6.586,0.929,Iceland
1884-07-01,8.546,0.419,Iceland
1884-08-01,8.314,0.743,Iceland
1884-09-01,5.718,0.976,Iceland
1884-10-01,0.052,0.991,Iceland
1884-11-01,-1.924,0.929,Iceland
1884-12-01,-2.846,0.797,Iceland
1885-01-01,-1.6949999999999998,1.037,Iceland
1885-02-01,-7.492999999999999,1.754,Iceland
1885-03-01,-4.7620000000000005,0.5539999999999999,Iceland
1885-04-01,-1.214,0.7440000000000001,Iceland
1885-05-01,1.6769999999999998,1.114,Iceland
1885-06-01,5.1480000000000015,1.0659999999999998,Iceland
1885-07-01,7.4369999999999985,0.722,Iceland
1885-08-01,7.59,0.985,Iceland
1885-09-01,4.488,0.727,Iceland
1885-10-01,-0.7750000000000001,0.893,Iceland
1885-11-01,-2.365,0.715,Iceland
1885-12-01,-4.7040000000000015,0.639,Iceland
1886-01-01,-7.754,1.192,Iceland
1886-02-01,-4.25,1.159,Iceland
1886-03-01,-3.428,0.967,Iceland
1886-04-01,-2.05,0.684,Iceland
1886-05-01,1.334,1.134,Iceland
1886-06-01,5.426,0.528,Iceland
1886-07-01,7.119999999999999,0.573,Iceland
1886-08-01,6.276,0.919,Iceland
1886-09-01,4.521000000000001,0.293,Iceland
1886-10-01,2.248,0.846,Iceland
1886-11-01,-1.104,0.7909999999999999,Iceland
1886-12-01,-6.372999999999999,1.699,Iceland
1887-01-01,-3.137,1.335,Iceland
1887-02-01,-3.217,1.64,Iceland
1887-03-01,-3.343,1.264,Iceland
1887-04-01,-2.673,0.482,Iceland
1887-05-01,2.354,0.57,Iceland
1887-06-01,6.742000000000001,0.359,Iceland
1887-07-01,6.786999999999999,2.37,Iceland
1887-08-01,6.1690000000000005,0.695,Iceland
1887-09-01,4.484,0.752,Iceland
1887-10-01,-0.4230000000000002,0.522,Iceland
1887-11-01,-4.239,0.7659999999999999,Iceland
1887-12-01,-6.077000000000001,0.821,Iceland
1888-01-01,-2.835,1.276,Iceland
1888-02-01,-3.802,1.727,Iceland
1888-03-01,-5.912999999999999,0.999,Iceland
1888-04-01,-1.6969999999999998,0.606,Iceland
1888-05-01,0.524,0.823,Iceland
1888-06-01,6.5870000000000015,1.506,Iceland
1888-07-01,7.057999999999999,0.785,Iceland
1888-08-01,6.202999999999999,0.389,Iceland
1888-09-01,4.581,0.606,Iceland
1888-10-01,-0.05,0.6829999999999999,Iceland
1888-11-01,-1.426,1.11,Iceland
1888-12-01,-2.6020000000000003,0.7909999999999999,Iceland
1889-01-01,-4.303999999999999,0.505,Iceland
1889-02-01,-5.343999999999999,0.303,Iceland
1889-03-01,-3.334,0.649,Iceland
1889-04-01,-0.925,0.7390000000000001,Iceland
1889-05-01,5.448,0.83,Iceland
1889-06-01,8.113999999999999,0.8909999999999999,Iceland
1889-07-01,9.592,0.917,Iceland
1889-08-01,8.805,0.884,Iceland
1889-09-01,5.86,1.306,Iceland
1889-10-01,2.396,0.455,Iceland
1889-11-01,-0.018,1.289,Iceland
1889-12-01,-2.3320000000000003,1.433,Iceland
1890-01-01,-3.232,1.275,Iceland
1890-02-01,-1.125,1.761,Iceland
1890-03-01,-3.901,0.763,Iceland
1890-04-01,1.009,1.178,Iceland
1890-05-01,5.016,1.126,Iceland
1890-06-01,6.002000000000002,0.773,Iceland
1890-07-01,8.136999999999999,0.92,Iceland
1890-08-01,7.826,0.7909999999999999,Iceland
1890-09-01,4.99,0.915,Iceland
1890-10-01,0.5740000000000001,0.732,Iceland
1890-11-01,-1.116,0.8190000000000001,Iceland
1890-12-01,-1.0490000000000004,1.15,Iceland
1891-01-01,-3.196,1.416,Iceland
1891-02-01,-1.404,1.7480000000000002,Iceland
1891-03-01,-7.084,0.649,Iceland
1891-04-01,0.002,0.626,Iceland
1891-05-01,2.456,0.379,Iceland
1891-06-01,7.848000000000001,0.47,Iceland
1891-07-01,9.41,0.3229999999999999,Iceland
1891-08-01,7.512,0.455,Iceland
1891-09-01,4.6190000000000015,0.5770000000000001,Iceland
1891-10-01,2.675,0.971,Iceland
1891-11-01,-1.805,0.6709999999999999,Iceland
1891-12-01,-3.613,0.8140000000000001,Iceland
1892-01-01,-5.829,0.6970000000000001,Iceland
1892-02-01,-7.138999999999999,2.01,Iceland
1892-03-01,-5.561999999999999,0.476,Iceland
1892-04-01,-2.075,0.49,Iceland
1892-05-01,0.931,0.685,Iceland
1892-06-01,4.957,0.693,Iceland
1892-07-01,7.254,0.55,Iceland
1892-08-01,6.202000000000001,0.5870000000000001,Iceland
1892-09-01,3.2,0.386,Iceland
1892-10-01,-0.0599999999999998,0.398,Iceland
1892-11-01,-2.575,0.985,Iceland
1892-12-01,-5.479,0.879,Iceland
1893-01-01,-3.5810000000000004,0.958,Iceland
1893-02-01,-3.802,0.6579999999999999,Iceland
1893-03-01,-2.4690000000000003,0.8059999999999999,Iceland
1893-04-01,1.233,1.344,Iceland
1893-05-01,4.356,0.759,Iceland
1893-06-01,7.387,0.589,Iceland
1893-07-01,8.904,0.7240000000000001,Iceland
1893-08-01,8.663,0.426,Iceland
1893-09-01,3.849,0.607,Iceland
1893-10-01,-0.3259999999999998,0.42,Iceland
1893-11-01,-3.3680000000000003,1.261,Iceland
1893-12-01,-4.381,0.978,Iceland
1894-01-01,-4.459,0.767,Iceland
1894-02-01,-4.067,0.911,Iceland
1894-03-01,-2.026,1.152,Iceland
1894-04-01,2.3110000000000004,1.724,Iceland
1894-05-01,2.9160000000000004,0.509,Iceland
1894-06-01,7.862999999999999,0.903,Iceland
1894-07-01,9.971,1.0659999999999998,Iceland
1894-08-01,8.586,0.556,Iceland
1894-09-01,6.2090000000000005,0.888,Iceland
1894-10-01,1.13,0.343,Iceland
1894-11-01,-0.304,0.947,Iceland
1894-12-01,-4.412,0.705,Iceland
1895-01-01,-5.3260000000000005,0.498,Iceland
1895-02-01,-1.65,0.8740000000000001,Iceland
1895-03-01,-2.899,1.127,Iceland
1895-04-01,-2.249,0.8,Iceland
1895-05-01,4.55,1.146,Iceland
1895-06-01,7.581,0.525,Iceland
1895-07-01,8.392000000000001,0.5489999999999999,Iceland
1895-08-01,7.646,0.6,Iceland
1895-09-01,5.445,0.8340000000000001,Iceland
1895-10-01,-0.7249999999999999,0.423,Iceland
1895-11-01,-1.473,0.461,Iceland
1895-12-01,-3.868,0.6920000000000001,Iceland
1896-01-01,-4.132,1.132,Iceland
1896-02-01,-1.3869999999999998,1.633,Iceland
1896-03-01,-4.1370000000000005,0.653,Iceland
1896-04-01,-0.0319999999999999,1.321,Iceland
1896-05-01,4.52,1.43,Iceland
1896-06-01,5.452999999999999,0.505,Iceland
1896-07-01,8.254999999999999,0.752,Iceland
1896-08-01,7.443,0.583,Iceland
1896-09-01,4.268000000000002,0.614,Iceland
1896-10-01,-1.877,0.945,Iceland
1896-11-01,-1.661,0.444,Iceland
1896-12-01,-1.4840000000000002,0.994,Iceland
1897-01-01,-3.652,0.975,Iceland
1897-02-01,-4.265,0.634,Iceland
1897-03-01,-2.588,0.6409999999999999,Iceland
1897-04-01,0.3670000000000001,1.24,Iceland
1897-05-01,2.0540000000000003,0.75,Iceland
1897-06-01,5.65,0.703,Iceland
1897-07-01,8.962,0.705,Iceland
1897-08-01,7.726,0.565,Iceland
1897-09-01,4.4860000000000015,0.629,Iceland
1897-10-01,2.051,0.8640000000000001,Iceland
1897-11-01,-1.4280000000000002,0.983,Iceland
1897-12-01,-1.7040000000000002,0.392,Iceland
1898-01-01,-2.817,1.609,Iceland
1898-02-01,-5.627000000000001,0.966,Iceland
1898-03-01,-3.374,0.894,Iceland
1898-04-01,-0.0039999999999999,0.7809999999999999,Iceland
1898-05-01,2.24,0.506,Iceland
1898-06-01,7.183,0.4320000000000001,Iceland
1898-07-01,8.327,0.826,Iceland
1898-08-01,7.171,0.73,Iceland
1898-09-01,5.221,0.79,Iceland
1898-10-01,2.332,0.601,Iceland
1898-11-01,-2.442,0.8009999999999999,Iceland
1898-12-01,-3.674,0.544,Iceland
1899-01-01,-4.584,0.981,Iceland
1899-02-01,-2.8080000000000003,0.7979999999999999,Iceland
1899-03-01,-5.305,0.467,Iceland
1899-04-01,-3.3160000000000003,0.936,Iceland
1899-05-01,3.262,0.643,Iceland
1899-06-01,7.65,0.6579999999999999,Iceland
1899-07-01,9.064,0.49,Iceland
1899-08-01,9.067,0.823,Iceland
